# time, h1
0.000000000000000000e+00 -2.026147626485146745e-22
4.882812500000000000e-04 1.819515658582661569e-22
9.765625000000000000e-04 -1.551918201785728608e-22
1.464843750000000000e-03 -1.181208773019416138e-22
1.953125000000000000e-03 -8.359068122352220413e-23
2.441406250000000000e-03 -3.109493528249958295e-22
2.929687500000000000e-03 -1.615174908828104778e-22
3.417968750000000000e-03 -4.283003719791229309e-23
3.906250000000000000e-03 9.387890288221407109e-23
4.394531250000000000e-03 1.411437100719648356e-22
4.882812500000000000e-03 -2.147778998917100597e-22
5.371093750000000000e-03 1.058129723606651537e-23
5.859375000000000000e-03 1.110862010186565610e-23
6.347656250000000000e-03 2.943945815351701370e-23
6.835937500000000000e-03 -2.439032695193187817e-23
7.324218750000000000e-03 -3.707354401717122226e-22
7.812500000000000000e-03 2.454821657878229736e-22
8.300781250000000000e-03 1.261785761204653902e-22
8.789062500000000000e-03 5.519534139390046179e-23
9.277343750000000000e-03 1.599049331768676034e-22
9.765625000000000000e-03 -1.031055762526592313e-22
1.025390625000000000e-02 2.032746693666476809e-22
1.074218750000000000e-02 -1.855428721113080084e-22
1.123046875000000000e-02 -1.050230454943314278e-24
1.171875000000000000e-02 -6.708151481825360535e-23
1.220703125000000000e-02 5.302494793439044656e-23
1.269531250000000000e-02 1.888305413270368157e-22
1.318359375000000000e-02 -1.604211530266069145e-22
1.367187500000000000e-02 1.685230994834721929e-23
1.416015625000000000e-02 1.090815984819805335e-22
1.464843750000000000e-02 1.492269822735804894e-22
1.513671875000000000e-02 1.327501560754560736e-22
1.562500000000000000e-02 1.472174565169331807e-22
1.611328125000000000e-02 2.711275982535718653e-22
1.660156250000000000e-02 2.605216764962608951e-23
1.708984375000000000e-02 8.306802703621953427e-23
1.757812500000000000e-02 -2.104142466737061155e-23
1.806640625000000000e-02 3.323604203080967328e-23
1.855468750000000000e-02 -1.729540903390824483e-22
1.904296875000000000e-02 1.724556421988102371e-22
1.953125000000000000e-02 -3.621113344490176845e-23
2.001953125000000000e-02 7.044274791831888218e-23
2.050781250000000000e-02 -2.178770816852471255e-22
2.099609375000000000e-02 1.016556114791535608e-22
2.148437500000000000e-02 -2.677087950496272076e-23
2.197265625000000000e-02 -1.268228987645707932e-22
2.246093750000000000e-02 -1.655079257806606210e-22
2.294921875000000000e-02 -2.041332936690445316e-22
2.343750000000000000e-02 -2.053940542772780510e-22
2.392578125000000000e-02 -6.635071014723566060e-24
2.441406250000000000e-02 -1.272214430589807986e-22
2.490234375000000000e-02 1.272913540289685655e-22
2.539062500000000000e-02 -1.012389467370473848e-22
2.587890625000000000e-02 -8.335132101267913042e-23
2.636718750000000000e-02 -2.722791324067285760e-23
2.685546875000000000e-02 1.071856916985330171e-22
2.734375000000000000e-02 -1.564099583023190491e-22
2.783203125000000000e-02 2.496809118369674927e-23
2.832031250000000000e-02 -1.716162517079895725e-22
2.880859375000000000e-02 -1.936702124084421470e-24
2.929687500000000000e-02 1.498186751326393549e-22
